Location,Size (sqft),Bedrooms,Bathrooms,Property Type,Year Built,Condition,Nearby Amenities,Crime Rate,Market Demand Index,Price (USD)
Long Beach,1658,6,2,Independent House,1967,Needs Renovation,7,6.14,63.21,3908140
San Diego,637,6,3,Apartment,1958,Good,5,6.67,52.15,3668194
San Jose,4017,2,1,Apartment,1969,Needs Renovation,10,6.14,21.22,4478483
Sacramento,1325,6,3,Villa,1965,Needs Renovation,3,7.57,97.75,533053
Oakland,4510,2,4,Villa,1986,Recently Renovated,10,9.95,95.14,2794216
Bakersfield,2883,4,5,Condo,1958,New,3,6.63,28.64,174464
Fresno,813,1,1,Townhouse,1990,New,7,3.33,97.36,2680601
San Diego,1052,5,3,Independent House,1952,Good,6,5.97,80.36,1687764
San Jose,3663,1,1,Condo,1960,Good,5,9.28,25.07,278495
San Jose,886,6,2,Independent House,1973,Good,10,6.66,23.52,2479586
San Francisco,4171,6,1,Townhouse,2007,New,4,8.67,19.95,1431977
San Francisco,2670,2,4,Condo,1991,Good,4,5.66,46.42,562218
Long Beach,2154,2,3,Apartment,1974,Good,3,4.36,9.04,1114318
Long Beach,3774,4,2,Villa,1985,Recently Renovated,8,7.48,4.3,2471793
Bakersfield,2749,4,4,Villa,1994,Good,2,2.34,88.53,1331115
Bakersfield,1082,2,3,Townhouse,2012,Needs Renovation,5,6.01,57.04,935488
San Francisco,3006,1,5,Independent House,1977,Needs Renovation,5,6.5,16.94,887223
Fresno,2947,3,3,Apartment,1964,Needs Renovation,5,5.45,83.97,3574466
San Jose,2029,6,5,Condo,1958,Recently Renovated,1,9.0,89.3,616286
San Diego,2864,2,3,Apartment,2015,Needs Renovation,3,9.01,81.95,355673
San Jose,2128,6,1,Villa,1976,New,6,5.37,59.19,1783514
San Jose,2491,2,3,Townhouse,1998,Good,8,4.27,56.8,2087011
Oakland,4224,5,1,Independent House,2012,Recently Renovated,4,1.37,37.33,1543732
Sacramento,1923,5,3,Independent House,1989,New,9,2.0,32.66,410335
San Jose,3652,4,5,Townhouse,1954,Recently Renovated,10,3.24,47.02,4494775
Fresno,1250,3,4,Villa,2009,Recently Renovated,2,6.39,64.42,2994188
Sacramento,4576,1,4,Condo,2016,New,6,1.15,46.6,2196464
San Francisco,2365,5,1,Condo,2002,Needs Renovation,1,5.37,56.87,2558192
Bakersfield,1490,5,5,Independent House,1960,Recently Renovated,7,2.69,49.83,3642071
Los Angeles,4047,1,4,Townhouse,1982,Good,7,4.35,14.51,4553234
Anaheim,4692,3,3,Villa,1990,Needs Renovation,3,4.81,77.08,4029971
Oakland,1368,3,3,Condo,2007,Needs Renovation,2,4.23,83.62,4759700
San Jose,3405,6,2,Villa,2009,New,10,4.84,13.21,2901741
Bakersfield,2316,3,2,Independent House,1954,New,4,1.09,8.27,1839118
Oakland,1072,5,2,Condo,2004,Recently Renovated,8,5.25,85.19,1558135
San Jose,3306,5,5,Villa,1993,New,2,8.87,44.13,4073726
Los Angeles,2798,6,5,Villa,1957,Good,6,1.62,41.0,4860594
Bakersfield,2697,1,5,Villa,2023,Good,9,4.74,70.24,2837182
Bakersfield,4664,5,3,Independent House,2019,Needs Renovation,9,6.62,67.93,971878
San Jose,2270,4,2,Independent House,1950,Good,7,3.75,20.0,4570659
Bakersfield,853,5,3,Independent House,2010,Recently Renovated,2,5.53,9.15,422103
Los Angeles,2138,5,3,Condo,1968,Good,7,1.57,76.2,2400721
Anaheim,1871,1,5,Villa,1994,Recently Renovated,3,1.51,51.96,4211910
San Jose,4989,6,1,Independent House,2023,Needs Renovation,10,3.76,70.35,1990552
San Diego,1769,6,5,Townhouse,1950,Recently Renovated,2,5.5,54.4,4702839
Bakersfield,4344,2,5,Independent House,1970,Needs Renovation,9,6.81,71.54,3867188
San Jose,3859,5,5,Townhouse,1952,New,3,6.38,51.18,1020991
Los Angeles,1407,2,3,Condo,1995,New,6,5.94,75.96,1143700
Long Beach,3560,3,2,Condo,1982,New,4,5.89,28.71,1563082
Oakland,3344,1,2,Independent House,1996,New,8,6.57,39.94,137075
Oakland,3255,5,1,Townhouse,1982,New,2,7.25,96.48,4394513
Los Angeles,1760,3,1,Apartment,2021,Recently Renovated,2,1.34,3.04,3676313
Los Angeles,2677,5,1,Independent House,2002,Good,4,6.97,55.32,2210799
Los Angeles,514,2,3,Townhouse,2002,Recently Renovated,6,3.46,97.62,3704022
Los Angeles,1673,1,4,Apartment,1993,Needs Renovation,4,7.93,68.48,4902090
Anaheim,2341,3,2,Townhouse,2015,Good,7,3.63,44.28,423712
Sacramento,3348,1,2,Townhouse,2020,New,5,8.78,4.09,2715249
San Francisco,4036,4,2,Townhouse,1999,Good,8,1.48,20.77,814542
San Jose,4799,6,4,Apartment,1966,Good,7,1.53,81.98,3293532
Sacramento,592,5,5,Independent House,1957,New,1,7.34,73.0,1000929
Los Angeles,1530,1,1,Townhouse,1970,Recently Renovated,5,8.09,65.96,2512043
Los Angeles,4970,5,1,Independent House,1996,Needs Renovation,6,4.18,40.65,2392592
Bakersfield,828,3,4,Independent House,1953,Needs Renovation,5,8.64,78.08,310092
Long Beach,1343,2,5,Townhouse,2010,Needs Renovation,4,1.81,39.4,522082
Anaheim,1445,6,5,Villa,2006,Good,1,4.12,59.8,4623804
Long Beach,3404,3,4,Condo,1996,Needs Renovation,5,7.79,75.1,4928550
Sacramento,3444,5,5,Condo,1978,Good,4,3.25,26.41,911235
Bakersfield,1335,2,4,Independent House,1982,Recently Renovated,7,1.88,38.33,2839197
Bakersfield,4203,4,1,Independent House,2008,Good,3,2.51,70.48,1897721
Bakersfield,3258,4,2,Townhouse,1965,Good,2,5.86,9.14,458778
San Jose,4562,4,4,Townhouse,2001,New,4,9.18,69.21,4691715
Oakland,3551,6,5,Independent House,1969,Recently Renovated,10,7.04,87.93,2417270
San Francisco,2419,2,5,Condo,1979,Recently Renovated,7,4.07,78.69,2124055
Sacramento,4707,1,4,Townhouse,1985,Recently Renovated,8,4.04,49.47,692873
San Francisco,2102,1,5,Condo,1966,Needs Renovation,7,1.27,26.94,287795
Bakersfield,1419,4,1,Townhouse,1989,Good,9,4.72,17.28,2495128
San Diego,2084,2,3,Villa,1995,New,9,3.7,54.6,3232050
Bakersfield,4386,6,1,Townhouse,2004,Recently Renovated,2,3.16,14.54,3069810
Fresno,4221,4,1,Independent House,1965,Good,3,3.13,61.35,1476251
San Diego,3412,1,1,Villa,1977,Recently Renovated,6,9.74,30.1,1925437
San Francisco,4550,2,5,Independent House,1964,Needs Renovation,3,3.78,76.65,1414831
Oakland,3585,5,4,Condo,1975,Needs Renovation,1,3.19,80.29,197492
Oakland,3232,2,5,Independent House,2000,Recently Renovated,2,3.53,39.39,1380008
Anaheim,978,6,5,Townhouse,1993,Needs Renovation,4,1.05,26.45,1920679
Long Beach,3524,3,1,Townhouse,1998,Recently Renovated,3,4.84,24.43,406089
Los Angeles,3281,4,3,Apartment,1972,Needs Renovation,5,5.67,71.51,3726843
Sacramento,1022,1,5,Villa,1956,Needs Renovation,1,7.11,15.47,2779238
Fresno,1630,6,3,Villa,1991,New,9,5.29,32.8,1252163
Fresno,2031,2,3,Villa,2016,New,1,2.14,24.99,1746710
San Diego,2093,3,2,Villa,1976,Needs Renovation,4,6.95,98.47,696685
Oakland,4922,1,1,Independent House,2005,Good,8,8.05,4.06,1938790
Fresno,1449,1,2,Condo,1980,Recently Renovated,6,8.0,70.82,3357901
San Francisco,704,1,4,Townhouse,1999,Good,7,1.58,50.83,1277197
Los Angeles,2512,2,4,Apartment,2005,Recently Renovated,3,2.78,68.42,3884001
Long Beach,3262,4,1,Townhouse,1999,Needs Renovation,6,2.5,32.21,1516631
Long Beach,593,6,2,Villa,2012,Recently Renovated,4,4.59,76.75,2824567
Anaheim,1779,6,2,Apartment,1982,Needs Renovation,9,5.16,51.85,3511089
San Diego,4700,1,4,Independent House,1993,New,10,7.6,72.06,1600177
San Diego,1723,3,1,Villa,2017,Needs Renovation,4,8.84,13.7,474195
Fresno,1776,6,3,Villa,1961,Recently Renovated,1,9.79,21.6,2213194
Long Beach,1627,6,5,Independent House,1954,Recently Renovated,6,9.3,21.95,4172865
Oakland,1428,3,4,Villa,1988,New,8,6.62,24.69,977905
Sacramento,1298,1,5,Townhouse,1980,Needs Renovation,3,7.03,24.41,1905257
Sacramento,2607,1,3,Condo,1979,Needs Renovation,4,3.87,86.26,4048357
Los Angeles,3498,1,5,Villa,1985,Recently Renovated,5,9.71,52.84,386536
Bakersfield,3929,4,2,Townhouse,1993,Recently Renovated,3,9.6,60.89,929845
Anaheim,4111,2,5,Villa,1961,New,7,2.14,64.39,1471597
Oakland,4657,2,2,Independent House,1998,New,9,1.86,34.18,3748068
San Diego,1471,5,4,Apartment,2019,Recently Renovated,2,1.81,37.65,785187
San Jose,3464,6,1,Condo,1963,Recently Renovated,5,2.97,66.6,249075
Long Beach,1353,5,5,Apartment,1961,New,10,1.47,56.41,1565401
Fresno,4221,2,4,Apartment,1981,Good,8,7.01,78.18,4612801
Los Angeles,1003,2,1,Condo,1980,Recently Renovated,8,2.65,85.93,1990324
San Francisco,3290,4,3,Apartment,2009,Needs Renovation,6,3.25,91.97,2817303
Oakland,802,1,1,Independent House,1961,Needs Renovation,9,6.62,13.32,1775312
San Jose,707,3,5,Apartment,2006,Good,9,7.55,31.99,1406832
Anaheim,4247,5,1,Condo,1953,Recently Renovated,1,7.03,66.63,3262902
Long Beach,2721,6,3,Apartment,2005,Needs Renovation,1,9.33,67.07,2729634
Fresno,1500,5,4,Condo,1964,New,1,1.9,54.29,2563734
Oakland,1587,1,1,Townhouse,1994,Recently Renovated,6,2.58,59.84,2141939
San Diego,3221,6,1,Condo,1976,Good,1,5.18,42.86,508659
Sacramento,3460,2,5,Apartment,1980,New,8,7.28,76.46,1273576
Bakersfield,1313,5,1,Apartment,1984,Needs Renovation,10,3.31,59.63,2278047
Long Beach,4901,6,2,Townhouse,2007,Recently Renovated,7,4.68,85.6,767679
San Jose,3873,1,4,Apartment,1997,Good,3,1.38,74.86,2132834
San Jose,1054,3,5,Apartment,2018,Good,7,9.33,63.54,4696736
Anaheim,2489,6,3,Independent House,2015,New,1,6.38,45.71,2144392
San Diego,699,5,1,Townhouse,2023,Good,1,3.06,97.07,1377290
Fresno,2657,2,4,Condo,1992,Good,6,1.34,39.01,1475463
San Diego,3454,1,2,Villa,2007,New,2,9.19,33.38,2304978
Los Angeles,3227,5,2,Condo,1961,Recently Renovated,3,9.47,37.42,4675340
San Francisco,3033,6,2,Condo,2022,Needs Renovation,3,4.05,48.18,1679138
Los Angeles,2472,6,1,Apartment,1992,Needs Renovation,6,3.06,18.39,4746800
Los Angeles,2956,6,3,Independent House,1979,Good,4,1.62,19.49,3593707
Bakersfield,766,6,1,Villa,1984,Recently Renovated,8,3.73,76.1,2019038
San Jose,4689,4,4,Apartment,1973,Needs Renovation,6,6.19,90.97,978066
Los Angeles,3902,3,1,Townhouse,1978,New,6,2.84,26.78,2326843
Sacramento,4165,3,4,Villa,1950,Good,5,7.16,77.04,556468
Sacramento,3658,1,5,Villa,1977,Good,2,3.28,97.25,3706099
San Francisco,2679,6,2,Independent House,1978,Good,4,9.78,70.06,1412566
Fresno,3687,5,3,Condo,1995,New,7,5.53,17.58,2920356
Long Beach,559,2,5,Townhouse,1972,New,9,8.89,55.08,3832932
San Francisco,1050,5,4,Villa,1980,New,6,7.74,42.18,2013141
Long Beach,4813,3,1,Condo,1990,Recently Renovated,4,4.83,52.18,1021232
San Jose,3581,5,5,Townhouse,1958,New,6,8.23,61.66,4316889
San Jose,3914,1,4,Condo,1978,Needs Renovation,1,7.43,52.85,2068983
Oakland,3334,6,4,Apartment,1953,New,10,6.02,31.04,2648397
Sacramento,1385,4,5,Independent House,1995,Needs Renovation,2,5.53,96.58,3254639
Oakland,3656,5,3,Independent House,1979,New,1,8.1,10.58,4593655
Fresno,2394,4,3,Independent House,1951,Good,10,5.85,60.98,3144247
Long Beach,3209,6,2,Apartment,2013,Needs Renovation,5,8.59,88.85,3423321
San Francisco,2668,3,4,Condo,1955,Recently Renovated,4,9.12,87.65,2014932
San Jose,3602,4,4,Condo,2017,Recently Renovated,10,5.22,68.63,4058141
Oakland,2476,6,3,Condo,1964,New,9,1.38,42.09,2154631
San Jose,4132,4,5,Townhouse,2020,Needs Renovation,2,8.04,63.49,2658399
Anaheim,2889,2,4,Independent House,1969,Good,6,2.72,49.36,1307271
Long Beach,2478,6,1,Villa,2005,Recently Renovated,7,9.84,57.82,4393323
Fresno,695,5,4,Condo,1969,Good,1,2.57,28.14,189115
San Francisco,1905,3,5,Condo,1962,Good,4,6.17,50.38,4310852
Oakland,4963,2,1,Independent House,1970,Needs Renovation,4,7.42,97.34,2156490
Fresno,1104,3,3,Townhouse,1989,Recently Renovated,9,3.38,57.81,1716854
Long Beach,1967,2,2,Apartment,1979,Needs Renovation,9,5.93,23.69,3269359
San Diego,1183,4,1,Villa,2019,New,7,8.8,35.03,536781
Sacramento,757,1,1,Condo,1969,Needs Renovation,2,7.16,61.61,3511112
Fresno,4181,2,5,Independent House,1979,New,4,7.07,57.62,4529420
San Jose,4276,6,3,Villa,1992,Needs Renovation,10,6.9,86.18,4853977
Long Beach,4733,1,5,Villa,2009,Recently Renovated,8,8.24,29.28,558808
Anaheim,4869,5,4,Independent House,1979,Good,8,7.9,51.09,1505994
San Diego,589,2,3,Independent House,1989,Recently Renovated,1,1.91,95.96,1633788
Los Angeles,507,4,4,Townhouse,2000,Recently Renovated,1,7.26,86.86,3975744
San Jose,2165,1,3,Independent House,1953,New,3,2.14,9.1,245755
Long Beach,3207,3,4,Townhouse,1986,Good,7,2.02,29.91,336498
Anaheim,2006,1,2,Apartment,2017,New,7,2.93,16.87,1287637
Oakland,4409,3,3,Independent House,1959,Good,3,8.98,7.98,359191
San Jose,1182,4,3,Villa,1999,Good,3,6.41,53.63,974479
Sacramento,2306,5,3,Apartment,1956,Recently Renovated,2,7.8,54.63,3898724
Anaheim,3077,6,5,Apartment,2009,Recently Renovated,6,5.08,81.46,856871
Oakland,2134,2,5,Condo,2002,Recently Renovated,7,6.7,58.81,3329376
Bakersfield,1580,4,5,Apartment,1997,Needs Renovation,6,1.57,39.65,810848
San Diego,1048,3,4,Independent House,1958,Good,6,2.73,13.21,2274369
San Jose,4912,1,5,Condo,2003,Good,10,5.33,77.22,4462806
San Jose,2656,5,4,Independent House,1980,Recently Renovated,5,8.87,13.2,3735132
San Jose,1329,4,4,Independent House,1971,Recently Renovated,6,7.15,94.33,2758509
San Diego,675,1,2,Independent House,1975,Good,3,5.95,49.41,4082874
Bakersfield,3405,3,5,Apartment,1997,New,7,1.41,73.85,1946308
San Diego,2661,5,3,Apartment,1950,Needs Renovation,1,5.19,31.61,2718110
San Diego,2994,4,1,Apartment,1963,Needs Renovation,2,9.12,79.73,152502
Anaheim,2366,3,1,Townhouse,1972,New,2,3.95,59.82,1648742
Oakland,4357,2,3,Villa,1951,Good,4,3.82,59.49,3442645
Bakersfield,1442,2,4,Condo,1975,New,7,7.43,10.36,3048200
Sacramento,2366,1,1,Condo,1976,Good,8,5.85,70.44,482048
Anaheim,1862,6,3,Townhouse,1959,New,4,3.04,33.07,3458833
Bakersfield,2809,6,1,Apartment,2020,Recently Renovated,7,1.99,68.16,124265
Los Angeles,2803,2,5,Villa,1973,Recently Renovated,2,7.17,29.08,943883
Anaheim,1668,2,2,Villa,2004,Needs Renovation,7,2.48,70.63,1294898
Anaheim,1655,6,2,Villa,2011,Good,7,8.17,61.3,4346560
Long Beach,4733,1,2,Condo,1991,New,1,5.94,64.51,3393498
Anaheim,2890,2,5,Villa,2004,Recently Renovated,1,3.77,51.16,3428935
San Diego,3886,6,5,Condo,2020,New,3,8.29,44.1,3492532
Long Beach,2733,5,2,Independent House,1991,Good,1,9.99,74.36,4416357
Fresno,4717,5,4,Independent House,1975,Recently Renovated,10,9.01,18.49,3426405
Oakland,976,3,4,Apartment,2023,Recently Renovated,1,8.86,45.95,2358626
Long Beach,4343,2,4,Villa,1988,Good,9,6.01,66.39,2235409
Oakland,4220,1,2,Apartment,1988,Good,6,9.24,14.6,2651986
Sacramento,2146,1,5,Independent House,1955,Needs Renovation,3,4.48,1.77,2077423
Sacramento,830,3,4,Independent House,2004,Good,1,5.3,62.07,2494300
Sacramento,4201,5,2,Villa,1991,New,5,9.64,66.66,4536657
San Francisco,1527,5,5,Villa,1983,Recently Renovated,10,2.69,89.57,4811665
Sacramento,3279,5,4,Townhouse,1954,Good,10,2.58,64.25,2378713
San Diego,1970,6,4,Independent House,1973,Needs Renovation,5,3.32,77.55,2446955
Sacramento,1795,1,3,Apartment,2021,New,8,4.64,25.03,4006685
Anaheim,3045,6,4,Independent House,2006,New,10,3.05,27.5,1687151
Los Angeles,725,5,2,Apartment,1974,Needs Renovation,5,9.76,4.06,983483
Los Angeles,4312,1,3,Townhouse,1960,Recently Renovated,2,6.29,46.64,3675583
Bakersfield,4562,4,5,Condo,2002,Needs Renovation,8,9.95,24.99,3460130
San Francisco,3661,6,5,Apartment,2016,Good,8,9.42,2.56,2564495
San Diego,1773,3,4,Independent House,1980,Recently Renovated,8,7.46,90.2,1200762
Long Beach,3820,4,3,Independent House,1953,Recently Renovated,4,3.22,18.74,2179924
San Francisco,2324,6,4,Apartment,1974,Good,7,4.11,83.13,1379905
San Francisco,2639,3,2,Townhouse,1980,Recently Renovated,3,2.95,92.52,1777746
Long Beach,3743,6,1,Townhouse,1978,New,9,8.45,23.07,4879674
Sacramento,2874,2,5,Condo,2020,Needs Renovation,4,6.9,18.51,125735
Los Angeles,3329,1,2,Townhouse,2018,Recently Renovated,1,7.06,59.82,2028936
Bakersfield,4437,6,1,Independent House,1964,New,3,5.8,12.38,379293
Sacramento,3132,2,1,Apartment,2021,Needs Renovation,6,6.34,25.58,531093
San Francisco,2082,2,5,Independent House,2019,Good,6,2.25,20.78,1704154
Anaheim,804,2,5,Condo,1975,Good,10,4.29,28.85,4868739
San Francisco,4219,1,5,Villa,1990,Needs Renovation,4,2.24,8.41,1537171
Anaheim,2433,1,4,Condo,1950,New,2,3.72,71.88,4050387
Los Angeles,2013,1,4,Townhouse,1994,Good,9,7.28,33.92,522477
Long Beach,4990,2,3,Apartment,1962,New,4,8.34,45.43,2288595
San Francisco,3023,3,2,Villa,1989,New,10,3.58,38.63,1829128
Los Angeles,4413,5,3,Condo,1973,Good,8,6.09,70.52,4015912
San Diego,728,5,3,Townhouse,1977,Good,2,8.35,16.76,4010945
San Diego,3654,2,5,Independent House,2016,Needs Renovation,8,3.95,56.24,1608015
Oakland,2024,3,3,Independent House,1997,Recently Renovated,8,9.78,61.13,1010501
San Francisco,2747,3,4,Independent House,1962,New,1,7.52,96.15,279628
Fresno,3183,1,5,Condo,2017,New,1,1.35,43.27,922091
Fresno,1507,4,5,Townhouse,1993,New,7,9.8,55.25,660407
Long Beach,2481,4,4,Villa,1993,Good,8,7.06,43.89,456985
Los Angeles,2308,2,2,Independent House,1951,Good,9,6.14,89.04,4403936
Bakersfield,1168,3,5,Townhouse,2000,Good,4,1.03,64.19,4837575
San Diego,4758,5,4,Villa,2016,New,3,7.52,41.32,1674241
San Diego,4267,4,3,Townhouse,2020,Needs Renovation,9,2.41,1.08,1884311
Sacramento,1491,5,1,Condo,2008,Needs Renovation,8,2.64,32.98,3587344
San Francisco,4848,2,2,Apartment,1984,New,1,5.47,65.75,4521842
San Francisco,1629,2,1,Villa,1984,Needs Renovation,5,3.72,41.04,4610413
Oakland,4840,5,5,Apartment,1969,Recently Renovated,9,4.86,47.09,2873667
Los Angeles,1475,6,1,Apartment,1978,Good,10,9.76,28.18,4841326
San Diego,3326,2,2,Apartment,1981,Needs Renovation,7,1.82,27.17,420416
Anaheim,3300,2,4,Condo,2009,Good,10,3.53,10.19,2432227
San Francisco,3499,3,5,Condo,1965,New,2,3.58,45.78,1896986
Long Beach,4103,1,3,Independent House,2003,Good,10,8.53,91.77,4827711
Bakersfield,4401,6,5,Villa,2020,New,2,8.53,73.43,3597526
Bakersfield,3628,1,1,Townhouse,1951,Good,1,9.2,74.25,1020730
San Francisco,4668,3,1,Townhouse,2020,Good,6,5.09,99.98,1813110
Oakland,2783,4,2,Villa,1990,Needs Renovation,1,1.81,48.25,4541182
Bakersfield,625,2,5,Villa,1954,Recently Renovated,9,4.53,64.68,1457278
San Jose,2119,1,3,Independent House,1964,Needs Renovation,7,3.21,48.98,849519
Fresno,1626,5,3,Independent House,2005,Recently Renovated,7,6.16,51.29,1659661
San Jose,950,2,1,Condo,2010,Needs Renovation,5,1.8,39.78,2730425
Oakland,2046,3,1,Condo,2009,Needs Renovation,3,6.9,64.35,3937842
San Diego,673,4,1,Independent House,2006,Needs Renovation,4,1.44,74.23,4763628
Sacramento,1705,4,5,Condo,1954,Recently Renovated,10,9.16,47.5,1383518
Fresno,1782,5,2,Villa,2013,Good,6,4.19,15.89,920858
Anaheim,1916,2,4,Villa,1993,Recently Renovated,1,5.86,29.11,3342710
Anaheim,4216,3,5,Apartment,1959,Recently Renovated,6,6.54,11.35,1095121
Los Angeles,568,6,3,Apartment,1958,Recently Renovated,9,6.0,25.23,4008474
Long Beach,1815,2,5,Townhouse,1998,Needs Renovation,10,6.52,51.36,155293
Oakland,3132,2,1,Villa,1987,Good,8,7.27,36.49,1417818
San Jose,2145,6,2,Villa,1956,New,10,1.4,58.97,323460
Fresno,995,1,5,Condo,1992,Good,6,6.74,18.88,4635747
San Diego,3037,6,2,Villa,1973,New,1,1.92,19.62,2453451
Los Angeles,1395,6,2,Apartment,2010,Needs Renovation,7,6.39,76.72,2022453
Long Beach,3764,3,5,Villa,1991,Good,9,2.85,55.76,3650183
Long Beach,4980,2,3,Villa,1950,New,2,3.84,78.75,4558769
Los Angeles,4652,6,5,Townhouse,1966,Good,9,5.15,31.25,2596577
Sacramento,2369,2,4,Independent House,2000,Recently Renovated,5,6.83,7.01,1755810
Anaheim,4215,6,2,Townhouse,2015,New,1,4.78,67.65,1594914
San Francisco,1972,5,1,Villa,2001,Recently Renovated,2,3.03,1.41,1162673
Oakland,1792,1,5,Condo,2013,Good,8,8.46,80.59,2719577
Sacramento,2898,5,1,Apartment,1980,Needs Renovation,6,8.71,63.8,959139
San Francisco,2277,3,2,Independent House,2004,Needs Renovation,7,7.82,81.95,2051229
San Francisco,2307,3,3,Condo,1990,Needs Renovation,10,3.13,73.28,1961859
San Francisco,1691,3,5,Condo,1985,New,7,3.31,56.31,3821814
Anaheim,2252,4,5,Independent House,1994,Recently Renovated,9,5.32,76.51,2704973
Sacramento,524,1,3,Villa,1953,Good,9,6.41,81.98,4810870
Long Beach,3531,5,5,Apartment,1980,New,9,1.8,90.53,3640386
Sacramento,2412,3,1,Townhouse,1955,Needs Renovation,8,1.42,31.24,3902990
San Jose,1161,3,1,Apartment,2018,Needs Renovation,6,3.58,49.43,1442994
Los Angeles,1137,2,1,Independent House,2006,Recently Renovated,4,3.6,95.45,810696
Sacramento,3194,3,5,Independent House,1983,New,3,8.77,97.47,875117
San Francisco,2348,6,3,Townhouse,1990,Recently Renovated,1,6.77,14.78,2148707
Long Beach,3694,3,2,Apartment,1998,Good,9,1.61,91.93,1631376
Sacramento,694,4,5,Condo,1996,Good,10,1.84,47.02,4626762
San Francisco,4384,6,2,Villa,2010,Recently Renovated,3,8.67,55.62,2390587
Bakersfield,733,4,5,Apartment,1959,Needs Renovation,8,6.83,65.53,2431157
Anaheim,1658,6,2,Villa,1995,Recently Renovated,6,6.72,95.32,2631235
Long Beach,3468,6,4,Villa,1973,New,7,8.26,90.12,3720044
San Jose,3268,6,5,Apartment,2001,Good,7,9.37,77.1,1452665
San Francisco,881,1,1,Townhouse,2017,Good,7,1.61,65.03,3014083
Sacramento,4622,6,4,Apartment,1980,Recently Renovated,9,1.9,46.94,3542944
Los Angeles,2669,4,4,Villa,2002,New,8,6.97,88.75,121958
Los Angeles,2536,5,4,Condo,1962,New,9,8.52,53.48,3800022
San Diego,1495,1,2,Apartment,1993,New,1,3.45,35.37,3198574
Oakland,4184,1,1,Condo,1963,Needs Renovation,2,9.63,49.62,2464088
Bakersfield,4862,1,2,Apartment,1984,New,9,7.64,87.1,3378168
Fresno,3630,3,4,Independent House,1995,New,1,5.69,1.95,2614683
San Francisco,3279,1,2,Townhouse,1996,Needs Renovation,9,5.04,95.08,307200
San Francisco,565,4,3,Villa,2018,Good,9,3.48,52.95,2111358
San Francisco,1372,1,4,Apartment,2000,Good,4,8.0,83.3,4226524
Los Angeles,2808,1,5,Townhouse,1983,Recently Renovated,3,3.54,13.54,1739241
Oakland,3730,6,3,Independent House,1966,New,10,9.65,16.41,2572773
San Diego,1536,4,5,Condo,1970,New,8,6.15,87.71,2477818
San Francisco,4559,1,5,Condo,2015,New,7,4.33,32.86,2006487
Sacramento,3777,5,1,Independent House,1983,Good,7,9.86,72.89,1911912
Bakersfield,3430,3,3,Independent House,1960,Good,9,4.47,79.31,4489757
Bakersfield,761,4,5,Apartment,2010,Good,4,9.56,69.49,3086688
Oakland,1803,3,3,Townhouse,1993,New,1,2.79,96.53,4661641
San Francisco,1177,3,1,Independent House,1958,Good,3,9.98,61.81,3617445
Fresno,1870,3,4,Townhouse,1956,Needs Renovation,5,3.42,8.15,4260750
Sacramento,3169,4,3,Apartment,1962,Needs Renovation,2,6.15,11.04,3315392
Los Angeles,2581,6,5,Townhouse,1968,Good,4,8.35,42.11,1251113
San Francisco,3318,5,3,Apartment,1959,New,9,8.75,25.41,4542351
Fresno,4955,3,5,Condo,1998,Recently Renovated,1,9.1,85.43,4643129
Fresno,2214,1,5,Independent House,2012,New,5,1.81,38.96,1324715
San Jose,1647,2,2,Condo,1993,Recently Renovated,6,6.59,92.36,3848326
Anaheim,972,3,1,Villa,1999,Needs Renovation,3,8.99,72.79,1208283
Bakersfield,1791,2,5,Condo,1960,Good,6,7.63,27.51,971339
Sacramento,4872,1,4,Townhouse,1965,Recently Renovated,2,6.69,71.86,638342
